Text,Types,Tokens,Sentences,Article,Date,Category,Sentiment,anger,trust,disgust,joy,fear,sadness,anticipation
The secret of a happy marriage  Low expectations   Daisy Buchanan_2016-03-21_News.txt,0,0,0,The secret of a happy marriage  Low expectations   Daisy Buchanan,16881,News,0,0,0,0,0,0,0,0
The Single Worst Argument Against Confirming Merrick Garland_2016-03-21_Politics.txt,319,565,27,The Single Worst Argument Against Confirming Merrick Garland,16881,Politics,-7,11,22,7,3,16,9,7
The True Story of the Gender Pay Gap_2016-02-20_Business.txt,100,146,9,The True Story of the Gender Pay Gap,16851,Business,1,2,6,3,4,2,2,3
The U.S. has worst elections of any long-established democracy report finds_2016-03-21_News.txt,310,530,29,The U.S. has worst elections of any long-established democracy report finds,16881,News,-3,5,17,3,5,5,5,7
The Ukraine Example  Nuclear Disarmament Doesnt Pay_2016-02-10_Politics.txt,729,1810,68,The Ukraine Example  Nuclear Disarmament Doesnt Pay,16841,Politics,-23,26,53,16,18,35,27,31
The United States of Cory Booker_2016-03-03_Business.txt,1713,7403,336,The United States of Cory Booker,16863,Business,-3,67,126,36,65,75,57,76
The Veep season 5 trailer is here and theres more disaster in the White House than ever_2016-03-21_Business.txt,99,147,7,The Veep season 5 trailer is here and theres more disaster in the White House than ever,16881,Business,14,1,8,4,2,3,3,6
The VICE Morning Bulletin_2016-03-21_News.txt,393,738,60,The VICE Morning Bulletin,16881,News,-16,14,24,3,6,13,5,17
The Violent Remaking of Appalachia_2016-03-21_News.txt,742,1701,80,The Violent Remaking of Appalachia,16881,News,-30,25,22,8,14,24,24,20
The Walking Dead  The Walking Dead Season 6 Episode 14  The Hair Makes the Man_2016-03-21_News.txt,550,1108,62,The Walking Dead  The Walking Dead Season 6 Episode 14  The Hair Makes the Man,16881,News,7,25,26,13,14,25,14,20
The Walking Dead brought back a character who will have a big role moving forward_2016-03-21_Business.txt,200,382,25,The Walking Dead brought back a character who will have a big role moving forward,16881,Business,-12,4,13,3,5,9,4,6
The Walking Dead just altered a big scene from the comics_2016-03-21_Business.txt,288,562,40,The Walking Dead just altered a big scene from the comics,16881,Business,-8,6,8,5,5,10,4,7
The Wall Street Journal  SEC sanctions speed bumps as it delays IEX stock exchange application_2016-03-21_News.txt,157,245,13,The Wall Street Journal  SEC sanctions speed bumps as it delays IEX stock exchange application,16881,News,6,2,8,1,1,4,2,1
The woman who destroyed a priceless century-old painting of Jesus is now a huge celebrity in Spain_2016-03-21_Business.txt,45,52,4,The woman who destroyed a priceless century-old painting of Jesus is now a huge celebrity in Spain,16881,Business,-3,1,2,1,1,0,0,1
The worlds largest oil driller just gave a very bearish presentation on the future of the industry SLB_2016-03-21_Business.txt,259,445,20,The worlds largest oil driller just gave a very bearish presentation on the future of the industry SLB,16881,Business,-7,6,12,0,5,6,6,10
The Worlds Most Urgent Science Project_2016-03-21_News.txt,483,1012,52,The Worlds Most Urgent Science Project,16881,News,5,5,23,9,5,11,9,11
Theory_2016-03-21_News.txt,69,86,7,Theory,16881,News,-5,2,1,3,1,4,3,2
Theranos is still participating in a Clinton fundraiser with $2700 tickets  but with one major last-minute change_2016-03-21_Business.txt,314,604,33,Theranos is still participating in a Clinton fundraiser with $2700 tickets  but with one major last-minute change,16881,Business,-2,6,16,2,5,8,8,10
There Are 86400 Seconds in a Day -- How Are You Going to Spend Them _2016-03-21_News.txt,80,199,21,There Are 86400 Seconds in a Day -- How Are You Going to Spend Them ,16881,News,-3,2,3,1,1,0,1,1
Theres one question to ask yourself before taking any advice about money_2016-03-21_Business.txt,447,867,44,Theres one question to ask yourself before taking any advice about money,16881,Business,30,7,33,5,16,13,8,20
They Died Too Young But Their Spirits Live_2016-03-21_News.txt,381,794,41,They Died Too Young But Their Spirits Live,16881,News,-1,17,20,6,14,22,21,14
Thieves in Sweden Appear to Blow up Building for ATM Cash_2016-03-21_News.txt,12,12,1,Thieves in Sweden Appear to Blow up Building for ATM Cash,16881,News,2,1,2,1,1,2,0,1
This 80-year-old Black Widow who lured lonesome old men to horrible fates is out of prison again_2016-03-21_Business.txt,622,1447,75,This 80-year-old Black Widow who lured lonesome old men to horrible fates is out of prison again,16881,Business,-35,27,33,22,26,36,33,39
This Crowdfunding Competition Produced an Al-Dente Kitchen Cost-Effective Bikes and an Online Personal Shopping Cart_2016-03-21_Business.txt,389,724,49,This Crowdfunding Competition Produced an Al-Dente Kitchen Cost-Effective Bikes and an Online Personal Shopping Cart,16881,Business,30,6,20,3,16,7,3,18
This is making it worse for Sanders  If you are still feeling the Bern  heres how not to help_2016-03-21_News.txt,220,370,18,This is making it worse for Sanders  If you are still feeling the Bern  heres how not to help,16881,News,-7,10,13,4,5,6,7,6
This Is The Most Covered Up Youll Ever See Jennifer Lopez_2016-03-21_News.txt,105,131,8,This Is The Most Covered Up Youll Ever See Jennifer Lopez,16881,News,10,4,5,2,4,1,1,6
This Morning from CBS News March 21 2016 - CBS News_2016-03-21_News.txt,332,487,43,This Morning from CBS News March 21 2016 - CBS News,16881,News,-1,10,16,4,8,14,7,14
This vending machine sells gourmet meat instead of pretzels and Cheetos_2016-03-21_Business.txt,104,142,8,This vending machine sells gourmet meat instead of pretzels and Cheetos,16881,Business,1,0,2,1,1,0,1,2
This Week in Fiction  Ian McEwan on Literary Crimes_2016-03-21_News.txt,417,826,53,This Week in Fiction  Ian McEwan on Literary Crimes,16881,News,14,15,20,7,15,12,11,20
This Week on BoF Careers  Kering Stella McCartney Christopher Kane_2016-03-21_Business.txt,249,431,24,This Week on BoF Careers  Kering Stella McCartney Christopher Kane,16881,Business,33,2,17,4,9,4,2,6
This woman prints gorgeous wearable 3D armor_2016-03-21_Business.txt,133,197,10,This woman prints gorgeous wearable 3D armor,16881,Business,7,1,7,1,3,2,3,3
Three crewmembers set to blast off for International Space Station_2016-03-18_News.txt,200,329,16,Three crewmembers set to blast off for International Space Station,16878,News,7,2,3,0,3,2,1,7
Toni Tennille  I never cheated on the Captain - Fox News_2016-03-21_News.txt,315,793,67,Toni Tennille  I never cheated on the Captain - Fox News,16881,News,22,5,19,4,15,6,8,11
Top Dogs_2016-03-21_News.txt,397,775,56,Top Dogs,16881,News,33,3,22,3,23,7,12,20
Touring Mexico City with a chef starts at an open-air market and ends with tacos al pastor and wine_2016-03-21_News.txt,339,716,38,Touring Mexico City with a chef starts at an open-air market and ends with tacos al pastor and wine,16881,News,24,2,15,3,14,2,4,17
Tourist pot complaints up at Colorado emergency rooms_2016-02-25_News.txt,91,156,8,Tourist pot complaints up at Colorado emergency rooms,16856,News,-3,0,4,0,2,3,2,2
Travel Briefs  Tourism Growth NM Events Calif. Campgrounds_2016-03-21_News.txt,12,12,1,Travel Briefs  Tourism Growth NM Events Calif. Campgrounds,16881,News,2,1,2,1,1,2,0,1
Travel to Cuba is becoming incredibly inexpensive_2016-03-21_Business.txt,160,261,8,Travel to Cuba is becoming incredibly inexpensive,16881,Business,4,1,6,0,2,1,0,4
Trump  Ryan will get along or pay a big price_2016-03-02_Politics.txt,96,157,11,Trump  Ryan will get along or pay a big price,16862,Politics,1,1,8,2,2,1,0,2
Trump faces test at pro-Israel gathering_2016-03-21_News.txt,586,1304,57,Trump faces test at pro-Israel gathering,16881,News,18,11,38,6,16,16,10,27
Trump faces test with Israel speech_2016-03-21_Politics.txt,790,1801,89,Trump faces test with Israel speech,16881,Politics,48,14,46,11,19,12,18,25
Trump praises campaign manager after video shows him violently yanking a protester  I give him credit for having spirit_2016-03-21_News.txt,121,206,9,Trump praises campaign manager after video shows him violently yanking a protester  I give him credit for having spirit,16881,News,-5,5,5,3,3,4,2,2
Trump reportedly to meet with top Republicans in Washington - Fox News_2016-03-21_News.txt,172,254,10,Trump reportedly to meet with top Republicans in Washington - Fox News,16881,News,16,2,15,3,5,2,4,4
Trump steamrolls foes in Massachusetts_2016-03-02_Politics.txt,137,219,16,Trump steamrolls foes in Massachusetts,16862,Politics,19,2,5,1,3,4,2,2
Trump to huddle with GOP establishment in DC_2016-03-21_Politics.txt,187,288,11,Trump to huddle with GOP establishment in DC,16881,Politics,1,2,15,1,3,1,0,7
Trump to meet with GOP establishment leaders_2016-03-21_Politics.txt,439,885,38,Trump to meet with GOP establishment leaders,16881,Politics,-6,4,25,4,6,7,3,11
Trump to meet with GOP leaders today_2016-03-21_Politics.txt,47,49,4,Trump to meet with GOP leaders today,16881,Politics,0,0,2,1,0,0,0,1
Trump tops Nevada GOP presidential caucuses_2016-02-24_News.txt,441,924,45,Trump tops Nevada GOP presidential caucuses,16855,News,18,10,23,9,9,14,9,20
Trump Tweets That Raul Castro Has No Respect for Obama_2016-03-21_News.txt,206,355,24,Trump Tweets That Raul Castro Has No Respect for Obama,16881,News,-3,4,11,4,3,7,7,12
Trump will almost certainly never be elected president. Heres why._2016-03-21_News.txt,661,1837,77,Trump will almost certainly never be elected president. Heres why.,16881,News,51,15,50,7,20,21,13,31
Trumps gutless blame game  Hes a sniveling coward who wont take responsibility for the disgusting violence he stokes_2016-03-21_News.txt,320,602,19,Trumps gutless blame game  Hes a sniveling coward who wont take responsibility for the disgusting violence he stokes,16881,News,-33,16,18,8,7,15,10,4
Trumps sister threatened in letter_2016-03-21_Politics.txt,117,201,10,Trumps sister threatened in letter,16881,Politics,-9,5,5,2,1,5,1,8
Tucson Cop  Anti-Trump Protesters Most Hateful People Ive Ever Seen_2016-03-21_News.txt,203,388,17,Tucson Cop  Anti-Trump Protesters Most Hateful People Ive Ever Seen,16881,News,-31,11,8,5,1,12,7,5
Turning from the West  South Africas Ominous Pivot_2016-02-11_Politics.txt,1284,3402,131,Turning from the West  South Africas Ominous Pivot,16842,Politics,-50,40,93,26,29,66,46,40
Twitter Announces Something Old Something for New Platform_2016-03-21_Business.txt,252,503,26,Twitter Announces Something Old Something for New Platform,16881,Business,27,1,10,2,4,4,5,12
Twitter at 10  Sporting quiz_2016-03-21_News.txt,39,42,3,Twitter at 10  Sporting quiz,16881,News,0,1,0,1,1,1,1,2
Twitter Celebrates Its 10th Anniversary -- Start Up Your Day Roundup_2016-03-21_Business.txt,116,147,13,Twitter Celebrates Its 10th Anniversary -- Start Up Your Day Roundup,16881,Business,10,0,2,0,3,2,2,7
Twitter Is 10_2016-03-21_News.txt,520,1024,57,Twitter Is 10,16881,News,11,9,13,3,4,9,6,12
Twitter just turned 10 years old  heres how to find your first tweet TWTR_2016-03-21_Business.txt,76,97,7,Twitter just turned 10 years old  heres how to find your first tweet TWTR,16881,Business,4,1,1,1,1,1,1,1
U.S. existing home sales tumble in warning sign for housing market_2016-03-21 2_News.txt,190,315,17,U.S. existing home sales tumble in warning sign for housing market,16881,News,14,3,7,1,1,4,2,3
U.S. Existing Home Sales Tumble in Warning Sign for Housing Market_2016-03-21_Business.txt,13,13,2,U.S. Existing Home Sales Tumble in Warning Sign for Housing Market,16881,Business,2,0,0,0,0,0,0,0
U.S. existing home sales tumble in warning sign for housing market_2016-03-21_News.txt,210,345,18,U.S. existing home sales tumble in warning sign for housing market,16881,News,11,3,7,1,1,4,3,3
U.S. Home Resales Tumble In Potentially Troubling Sign For U.S. Economy_2016-03-21_News.txt,217,354,20,U.S. Home Resales Tumble In Potentially Troubling Sign For U.S. Economy,16881,News,11,3,7,1,1,4,3,3
U.S. top court agrees to hear Samsung-Apple patent fight_2016-03-21 2_News.txt,247,452,23,U.S. top court agrees to hear Samsung-Apple patent fight,16881,News,9,5,10,1,4,6,4,7
U.S. top court agrees to hear Samsung-Apple patent fight_2016-03-21_News.txt,247,444,21,U.S. top court agrees to hear Samsung-Apple patent fight,16881,News,9,5,10,1,4,6,4,7
Uber Growth Happy Hour  March 8th_2016-02-22_Business.txt,176,307,28,Uber Growth Happy Hour  March 8th,16853,Business,18,3,6,3,4,2,3,7
UCLA stunk this year so Coach Steve Alford is returning his contract extension_2016-03-21_News.txt,217,383,16,UCLA stunk this year so Coach Steve Alford is returning his contract extension,16881,News,-3,4,8,3,4,8,7,8
Ukraines Joan of Arc Pilot Faces Verdict for Killing of Russian Journalists_2016-03-21_News.txt,270,552,22,Ukraines Joan of Arc Pilot Faces Verdict for Killing of Russian Journalists,16881,News,-38,18,8,8,3,23,14,8
UKs Cameron Seeks to Quell Party Feud Over Welfare EU_2016-03-21_News.txt,12,12,1,UKs Cameron Seeks to Quell Party Feud Over Welfare EU,16881,News,2,1,2,1,1,2,0,1
UN turns to Angry Birds character to rally support in climate change fight_2016-03-18_News.txt,212,375,15,UN turns to Angry Birds character to rally support in climate change fight,16878,News,21,3,16,1,11,3,0,11
US China draft new N. Korea sanctions_2016-02-25_News.txt,246,478,21,US China draft new N. Korea sanctions,16856,News,3,8,13,3,2,9,5,8
US existing-home sales fall in February_2016-03-21_News.txt,154,248,13,US existing-home sales fall in February,16881,News,-2,0,5,0,2,1,3,4
US Marines deploy to northern Iraq_2016-03-21_News.txt,363,872,41,US Marines deploy to northern Iraq,16881,News,-14,12,18,4,3,22,4,11
US stocks higher as Marriott ups Starwood bid_2016-03-21_News.txt,180,290,14,US stocks higher as Marriott ups Starwood bid,16881,News,1,3,4,1,2,5,4,5
Valeant CEO resigns over drug companys improper financial conduct_2016-03-21_News.txt,180,298,13,Valeant CEO resigns over drug companys improper financial conduct,16881,News,-11,3,9,3,2,3,9,3
Valeant is completely erasing two years of business  and one executive is taking the blame_2016-03-21_Business.txt,427,977,52,Valeant is completely erasing two years of business  and one executive is taking the blame,16881,Business,-8,4,18,6,2,11,7,18
Valeant is looking for a new CEO and has named Bill Ackman to the board VRX_2016-03-21_Business.txt,579,1996,78,Valeant is looking for a new CEO and has named Bill Ackman to the board VRX,16881,Business,38,3,50,3,14,7,7,22
Valeant is now The Bill Ackman Show and heres the next act_2016-03-21_Business.txt,250,496,27,Valeant is now The Bill Ackman Show and heres the next act,16881,Business,8,4,12,4,9,7,3,11
Valeant says CEO Pearson to step down names Ackman to board_2016-03-21 2_News.txt,338,678,29,Valeant says CEO Pearson to step down names Ackman to board,16881,News,-8,5,17,6,4,8,9,13
Valeant says CEO Pearson to step down names Ackman to board_2016-03-21_News.txt,430,922,40,Valeant says CEO Pearson to step down names Ackman to board,16881,News,-16,12,25,10,6,12,13,16
Valeant Seeks New Chief Executive and Puts Ackman on Board_2016-03-21_Business.txt,457,1012,48,Valeant Seeks New Chief Executive and Puts Ackman on Board,16881,Business,-4,8,20,5,6,13,9,19
Valeant to Replace CEO Adds Activist Investor to Board_2016-03-21_News.txt,12,12,1,Valeant to Replace CEO Adds Activist Investor to Board,16881,News,2,1,2,1,1,2,0,1
Video  Hopping Mad Easter Bunny Brawls With Parent At NJ Mall_2016-03-21_News.txt,119,199,9,Video  Hopping Mad Easter Bunny Brawls With Parent At NJ Mall,16881,News,-9,4,5,1,1,7,1,3
VIDEO  NZ klepto-cat steals mens pants_2016-03-21_News.txt,64,74,5,VIDEO  NZ klepto-cat steals mens pants,16881,News,4,0,0,0,0,0,0,0
Video catches Easter bunny in New Jersey mall brawl - CBS News_2016-03-21_News.txt,87,124,8,Video catches Easter bunny in New Jersey mall brawl - CBS News,16881,News,-8,2,1,1,1,1,1,1
VIDEO Viacom Sees Newer Tech Players Fueling Big Gains In Addressable Ads_2016-03-21_News.txt,187,276,16,VIDEO Viacom Sees Newer Tech Players Fueling Big Gains In Addressable Ads,16881,News,10,0,4,0,5,4,1,7
Vinyl  Vinyl Season 1 Episode 6  The Adventures of Richie and Ernst_2016-03-21_News.txt,491,978,48,Vinyl  Vinyl Season 1 Episode 6  The Adventures of Richie and Ernst,16881,News,-8,16,24,16,16,19,18,20
Violence erupts at Donald Trump rally in Tucson - CBS News_2016-03-20_News.txt,307,650,31,Violence erupts at Donald Trump rally in Tucson - CBS News,16880,News,-15,13,12,3,4,14,5,4
Viral Video Star Explains How to Build a Brand While Drunk -- Lessons from This Weeks Headlines_2016-03-20_Business.txt,99,119,10,Viral Video Star Explains How to Build a Brand While Drunk -- Lessons from This Weeks Headlines,16880,Business,14,1,8,1,5,0,1,6
Waitress writer Jessie Nelson embodies the low-key feminism of her latest work_2016-03-21_News.txt,540,1100,57,Waitress writer Jessie Nelson embodies the low-key feminism of her latest work,16881,News,25,13,22,4,19,11,12,22
Wall St. Inches Higher as Banking and Tech Firms Lead Gains_2016-03-21_Business.txt,421,771,61,Wall St. Inches Higher as Banking and Tech Firms Lead Gains,16881,Business,19,2,12,3,6,2,7,7
Wanda Says More Chinese Companies Likely to Become FIFA Sponsors_2016-03-21_Business.txt,237,406,19,Wanda Says More Chinese Companies Likely to Become FIFA Sponsors,16881,Business,10,2,12,1,7,4,2,10
Watch  John Oliver hammers in glorious detail the idiocy of Trumps proposed US-Mexico border wall_2016-03-21_News.txt,187,280,12,Watch  John Oliver hammers in glorious detail the idiocy of Trumps proposed US-Mexico border wall,16881,News,-7,5,7,1,4,3,2,10
Watch Live  President Obama Travels in Cuba_2016-03-21_News.txt,73,103,7,Watch Live  President Obama Travels in Cuba,16881,News,-4,2,3,1,0,4,2,3
Watch the historic moment President Obama landed in Cuba_2016-03-21_Business.txt,6,6,1,Watch the historic moment President Obama landed in Cuba,16881,Business,0,0,0,0,0,0,0,0
We sent 3 reporters to Cuba for a week and it was a surreal adventure from the moment they arrived_2016-03-21_Business.txt,59,75,4,We sent 3 reporters to Cuba for a week and it was a surreal adventure from the moment they arrived,16881,Business,4,1,3,0,0,0,2,2
Welcome to the Jungle in Calais_2016-02-23_News.txt,833,2012,100,Welcome to the Jungle in Calais,16854,News,-22,15,36,11,23,33,27,30
Western Union is expanding to Cuba_2016-03-21_Business.txt,77,103,8,Western Union is expanding to Cuba,16881,Business,4,1,1,0,0,2,2,3
What a child in Cambodia taught me_2016-03-21_News.txt,292,623,35,What a child in Cambodia taught me,16881,News,16,4,19,3,15,8,8,10
What Bernie Sanders needs to learn from Jesse Jackson   Joy-Ann Reid_2016-03-21_News.txt,0,0,0,What Bernie Sanders needs to learn from Jesse Jackson   Joy-Ann Reid,16881,News,0,0,0,0,0,0,0,0
What Does Twitters Algorithmic Feed Mean for Social Marketing _2016-03-21_Business.txt,203,358,18,What Does Twitters Algorithmic Feed Mean for Social Marketing ,16881,Business,7,3,8,0,5,0,1,7
What is causing disconnect within the GOP _2016-03-21_Politics.txt,18,20,3,What is causing disconnect within the GOP ,16881,Politics,-2,0,0,0,0,1,1,0
What It Feels Like When Robot Takes Your Job_2016-03-21_News.txt,533,1094,66,What It Feels Like When Robot Takes Your Job,16881,News,13,7,24,3,13,10,7,21
What Mississippi Educators Are Telling Students About State Sanctioned Confederate Heritage Month_2016-03-21_News.txt,50,58,4,What Mississippi Educators Are Telling Students About State Sanctioned Confederate Heritage Month,16881,News,-2,1,3,0,0,1,0,0
What The Hell Happened This Weekend _2016-03-21_News.txt,37,39,7,What The Hell Happened This Weekend ,16881,News,3,0,0,0,0,0,0,1
What Twitter Is Saying About the Latest Primary and Caucus Results_2016-03-08_Politics.txt,87,122,13,What Twitter Is Saying About the Latest Primary and Caucus Results,16868,Politics,13,1,3,1,2,1,2,3
When black Donald Trump supporters attack  Race fascism and Trumps political blood sport_2016-03-21_News.txt,322,632,35,When black Donald Trump supporters attack  Race fascism and Trumps political blood sport,16881,News,-22,16,17,6,4,16,8,7
When Machines Think and Feel_2016-03-19_News.txt,880,2202,144,When Machines Think and Feel,16879,News,46,20,44,14,23,24,25,35
While Americans feud Australia is stealing away immigrants with sought-after skills_2016-03-21_News.txt,1107,3461,148,While Americans feud Australia is stealing away immigrants with sought-after skills,16881,News,22,17,61,6,22,20,12,42
Who Died Last Night on The Walking Dead_2016-03-21_News.txt,372,785,56,Who Died Last Night on The Walking Dead,16881,News,-8,14,15,6,7,13,9,11
Who Needs Handwriting _2016-02-11_Business.txt,1485,6505,427,Who Needs Handwriting ,16842,Business,79,34,77,21,45,36,35,55
Who Were Reading Right Now_2016-03-21_News.txt,59,75,3,Who Were Reading Right Now,16881,News,3,1,3,1,1,1,0,2
Why are our kids so miserable _2016-03-21_News.txt,672,1644,87,Why are our kids so miserable ,16881,News,-15,19,33,12,26,24,30,33
Why being passive aggressive is such a relationship killer_2016-03-21_Business.txt,252,384,22,Why being passive aggressive is such a relationship killer,16881,Business,-16,15,14,8,7,11,12,10
Why buy next seasons ski pass right now  Spring skiing and riding_2016-03-21_News.txt,242,564,37,Why buy next seasons ski pass right now  Spring skiing and riding,16881,News,17,3,9,0,7,1,1,12
Why Cubans are going to love President Obama after this trip_2016-03-21_Business.txt,515,1046,46,Why Cubans are going to love President Obama after this trip,16881,Business,31,8,34,3,25,16,9,28
Why Did Senate Leadership Close This Policy Avenue to House Conservatives _2016-03-20_Politics.txt,387,863,52,Why Did Senate Leadership Close This Policy Avenue to House Conservatives ,16880,Politics,15,16,24,9,9,10,9,6
Why Every CEO Needs Double Barrel Vision_2016-03-21_Business.txt,347,975,68,Why Every CEO Needs Double Barrel Vision,16881,Business,10,6,17,4,6,10,6,16
Why India may prove to be a tough market for Apples iPhone SE_2016-03-21_News.txt,39,49,2,Why India may prove to be a tough market for Apples iPhone SE,16881,News,0,0,0,0,0,0,1,1
Why Juicing Fruits and Vegetables Is Stupid_2016-03-21_News.txt,357,670,45,Why Juicing Fruits and Vegetables Is Stupid,16881,News,-16,10,13,11,7,12,16,11
Why Oklahoma should reach Final Four over Oregon Duke and Texas A #038 M_2016-03-21_News.txt,409,857,40,Why Oklahoma should reach Final Four over Oregon Duke and Texas A #038 M,16881,News,11,18,17,2,10,19,12,19
Why political parties fall apart  the psychology of infighting   Dean Burnett_2016-03-21_News.txt,580,1345,69,Why political parties fall apart  the psychology of infighting   Dean Burnett,16881,News,-1,18,34,10,10,25,16,17
Why right now might be the best time to find a deal on a cruise_2016-03-21_News.txt,341,656,36,Why right now might be the best time to find a deal on a cruise,16881,News,-1,6,10,3,4,8,7,12
Why Should Married People Get Extra Support  Contd_2016-03-21_News.txt,383,882,44,Why Should Married People Get Extra Support  Contd,16881,News,-6,11,19,5,11,8,9,16
Why the Tooth Fairy Is the Worst Business Example_2016-03-21_Business.txt,309,763,63,Why the Tooth Fairy Is the Worst Business Example,16881,Business,3,6,14,4,8,6,8,15
Why The U.N. Is Being Sued Over Haitis Cholera Epidemic_2016-03-21_News.txt,569,1249,65,Why The U.N. Is Being Sued Over Haitis Cholera Epidemic,16881,News,-36,19,42,15,13,24,25,26
With new contract Junior Galette is betting on himself in 2016_2016-03-21_News.txt,217,373,25,With new contract Junior Galette is betting on himself in 2016,16881,News,10,4,12,3,9,2,1,11
With Obama in Cuba U.S. Poll Shows Support for Normal Ties_2016-03-21_News.txt,222,482,23,With Obama in Cuba U.S. Poll Shows Support for Normal Ties,16881,News,22,2,13,2,5,2,6,6
Woman 92 Has Wedding Ring Stolen at Hospital as She Was Dying_2016-03-21_News.txt,98,157,8,Woman 92 Has Wedding Ring Stolen at Hospital as She Was Dying,16881,News,-10,1,6,1,3,6,6,5
Women are still getting Toxic Shock Syndrome and no one quite knows why_2016-03-21_News.txt,952,2461,118,Women are still getting Toxic Shock Syndrome and no one quite knows why,16881,News,-18,24,37,19,28,38,25,34
World T20 live scorecard  Australia vs Bangladesh_2016-03-21_News.txt,270,513,44,World T20 live scorecard  Australia vs Bangladesh,16881,News,14,7,10,3,4,7,6,10
Worlds sexiest ruin _2016-03-20_News.txt,81,116,8,Worlds sexiest ruin ,16880,News,7,2,2,1,2,3,4,4
WTA Tour CEO assails alarming criticism of female players_2016-03-21_News.txt,304,638,34,WTA Tour CEO assails alarming criticism of female players,16881,News,10,3,20,1,10,2,5,10
Xbox apologises for go-go dancer party_2016-03-21_News.txt,218,414,23,Xbox apologises for go-go dancer party,16881,News,0,4,8,1,6,2,5,6
Yes the American Economy Is in a Funk  But Not for the Reasons You Think_2016-03-17_Business.txt,1297,4843,277,Yes the American Economy Is in a Funk  But Not for the Reasons You Think,16877,Business,26,33,75,18,46,48,47,59
You Can Deliver Bad News to Your Team Without Crushing Them - Harvard Business Review_2016-03-21_News.txt,407,909,40,You Can Deliver Bad News to Your Team Without Crushing Them - Harvard Business Review,16881,News,25,9,21,4,15,8,6,18
You Can Deliver Bad News to Your Team Without Crushing Them_2016-03-21_Business.txt,407,909,40,You Can Deliver Bad News to Your Team Without Crushing Them,16881,Business,25,9,21,4,15,8,6,18
You Dont Have to Wait for Inspiration to Strike--Heres How to Cause It_2016-03-21_Business.txt,257,590,37,You Dont Have to Wait for Inspiration to Strike--Heres How to Cause It,16881,Business,12,2,4,1,5,3,3,9
You May Have to Pay More for Ecommerce Orders Because of Minimum Wage Hikes_2016-03-21_Business.txt,184,296,12,You May Have to Pay More for Ecommerce Orders Because of Minimum Wage Hikes,16881,Business,7,2,7,1,7,1,2,6
Your Monday Briefing_2016-03-21_News.txt,583,1074,93,Your Monday Briefing,16881,News,-6,15,32,6,11,17,13,25
Youre Going to Run Into Anxiety and Burnout. Here Are 7 Strategies to Cope With It_2016-03-21_Business.txt,478,1000,69,Youre Going to Run Into Anxiety and Burnout. Here Are 7 Strategies to Cope With It,16881,Business,-5,18,30,10,17,20,20,23
Zambia arrests opposition leader for saying president misused public funds - police_2016-03-21_News.txt,47,55,3,Zambia arrests opposition leader for saying president misused public funds - police,16881,News,-6,2,3,1,2,3,1,3
Zambian opposition leader arrested for saying president used public funds on holiday -police_2016-03-21_News.txt,184,299,17,Zambian opposition leader arrested for saying president used public funds on holiday -police,16881,News,-26,11,11,4,6,11,9,9
Zootopia Tops Box Office for Third Straight Week_2016-03-21_News.txt,133,202,19,Zootopia Tops Box Office for Third Straight Week,16881,News,7,1,7,0,3,0,2,3
