"","Text","Types","Tokens","Sentences","Article","Date","Category","Trump","Clinton","Cruz","Sanders","Kasich","Sentiment"
"A Look Into Washingtons Crony Deal-Making Process _2016-05-02_Politics.txt","A Look Into Washingtons Crony Deal-Making Process _2016-05-02_Politics.txt",43,48,3,"A Look Into Washingtons Crony Deal-Making Process ",2016-05-02,"Politics",0,0,0,0,0,3
"A Men's Rights Group Is Suing Their College Because They Feel 'Excluded'_2016-04-12_News.txt","A Men's Rights Group Is Suing Their College Because They Feel 'Excluded'_2016-04-12_News.txt",284,602,25,"A Men's Rights Group Is Suing Their College Because They Feel 'Excluded'",2016-04-12,"News",0,0,0,0,0,-11
"A migrant worker posted a tearful video about his life in Saudi Arabia. Then things got worse._2016-03-21_News.txt","A migrant worker posted a tearful video about his life in Saudi Arabia. Then things got worse._2016-03-21_News.txt",297,607,31,"A migrant worker posted a tearful video about his life in Saudi Arabia. Then things got worse.",2016-03-21,"News",0,0,0,0,0,-32
"A Non-Muslim Has Been Punished Under Sharia Law In Indonesia For the First Time_2016-04-13_News.txt","A Non-Muslim Has Been Punished Under Sharia Law In Indonesia For the First Time_2016-04-13_News.txt",128,210,9,"A Non-Muslim Has Been Punished Under Sharia Law In Indonesia For the First Time",2016-04-13,"News",0,0,0,0,0,-7
"A party registration mistake could bar some California voters from the presidential primary_2016-04-18_news.txt","A party registration mistake could bar some California voters from the presidential primary_2016-04-18_news.txt",280,526,28,"A party registration mistake could bar some California voters from the presidential primary",2016-04-18,"news",1,1,1,1,0,-5
"A photo gallery of festive and edgy looks from the Met Gala _2016-5-02_News.txt","A photo gallery of festive and edgy looks from the Met Gala _2016-5-02_News.txt",34,45,3,"A photo gallery of festive and edgy looks from the Met Gala ",2016-05-02,"News",0,0,0,0,0,5
"A refreshing break from ideology at the Supreme Court_2016-03-16_Politics.txt","A refreshing break from ideology at the Supreme Court_2016-03-16_Politics.txt",501,1088,44,"A refreshing break from ideology at the Supreme Court",2016-03-16,"Politics",0,0,0,0,0,-24
"A reporters journal_2016-03-20_News.txt","A reporters journal_2016-03-20_News.txt",515,1342,121,"A reporters journal",2016-03-20,"News",0,0,0,0,0,-25
"A slow recovery for Nepal's tourist industry_2016-04-17_news.txt","A slow recovery for Nepal's tourist industry_2016-04-17_news.txt",538,1059,72,"A slow recovery for Nepal's tourist industry",2016-04-17,"news",0,0,0,0,0,6
"A time slice theory of consciousness suggests were not continually aware of our surroundings_2016-04-18_news.txt","A time slice theory of consciousness suggests were not continually aware of our surroundings_2016-04-18_news.txt",269,504,22,"A time slice theory of consciousness suggests were not continually aware of our surroundings",2016-04-18,"news",0,0,0,0,0,4
"A tipping point for womens cricket in India _2016-03-21_Sports.txt","A tipping point for womens cricket in India _2016-03-21_Sports.txt",390,826,47,"A tipping point for womens cricket in India ",2016-03-21,"Sports",0,0,0,0,0,18
"A toxic web  what the Victorians can teach us about online abuse_2016-04-18_news.txt","A toxic web  what the Victorians can teach us about online abuse_2016-04-18_news.txt",1198,2919,163,"A toxic web  what the Victorians can teach us about online abuse",2016-04-18,"news",0,0,0,0,0,-42
"A Trojan horse of hate  North Carolina's new bill is a hostile takeover of human rights - Salon_2016-04-13_News.txt","A Trojan horse of hate  North Carolina's new bill is a hostile takeover of human rights - Salon_2016-04-13_News.txt",403,780,35,"A Trojan horse of hate  North Carolina's new bill is a hostile takeover of human rights - Salon",2016-04-13,"News",0,0,0,0,0,-9
"A Trojan horse of hate  North Carolinas new bill is a hostile takeover of human rights_2016-04-13_News.txt","A Trojan horse of hate  North Carolinas new bill is a hostile takeover of human rights_2016-04-13_News.txt",0,0,0,"A Trojan horse of hate  North Carolinas new bill is a hostile takeover of human rights",2016-04-13,"News",0,0,0,0,0,0
"A Twist in the Fight for Women in the Military _2016-5-03_News.txt","A Twist in the Fight for Women in the Military _2016-5-03_News.txt",382,802,32,"A Twist in the Fight for Women in the Military ",2016-05-03,"News",0,0,0,0,0,3
"A Valentines Date Night In_2016-02-12_Cooking.txt","A Valentines Date Night In_2016-02-12_Cooking.txt",317,572,55,"A Valentines Date Night In",2016-02-12,"Cooking",0,0,0,0,0,41
"A Very Expensive Poison  share your photographs of Russia_2016-04-18_news.txt","A Very Expensive Poison  share your photographs of Russia_2016-04-18_news.txt",173,288,20,"A Very Expensive Poison  share your photographs of Russia",2016-04-18,"news",0,0,0,0,0,-2
"A Visit to a French Cheese Shop in Paris video_2016-03-08_Cooking.txt","A Visit to a French Cheese Shop in Paris video_2016-03-08_Cooking.txt",197,357,20,"A Visit to a French Cheese Shop in Paris video",2016-03-08,"Cooking",0,0,0,0,0,15
"A Voters Guide to Hillary Clintons Policies in Latin America_2016-04-15_Politics.txt","A Voters Guide to Hillary Clintons Policies in Latin America_2016-04-15_Politics.txt",661,1407,68,"A Voters Guide to Hillary Clintons Policies in Latin America",2016-04-15,"Politics",0,1,0,1,0,-43
"A Whole Lava Love_2016-02-12_Cooking.txt","A Whole Lava Love_2016-02-12_Cooking.txt",355,596,38,"A Whole Lava Love",2016-02-12,"Cooking",0,0,0,0,0,22
"A Word With  Sergei Filin of Bolshoi Ballet Discusses His Work and a 2013 Acid Attack _2016-5-02_News.txt","A Word With  Sergei Filin of Bolshoi Ballet Discusses His Work and a 2013 Acid Attack _2016-5-02_News.txt",412,1001,77,"A Word With  Sergei Filin of Bolshoi Ballet Discusses His Work and a 2013 Acid Attack ",2016-05-02,"News",0,0,0,0,0,-1
"A year later, could Mayweather and Pacquiao do it again  _2016-5-02_News.txt","A year later, could Mayweather and Pacquiao do it again  _2016-5-02_News.txt",311,654,32,"A year later, could Mayweather and Pacquiao do it again  ",2016-05-02,"News",0,0,0,0,0,17
"A-Sides with Jon Chattman  Open  Season  for St. Louis Rapper J.R.  Max Frost Heats Up with New EP Tour_2016-03-21_News.txt","A-Sides with Jon Chattman  Open  Season  for St. Louis Rapper J.R.  Max Frost Heats Up with New EP Tour_2016-03-21_News.txt",344,666,51,"A-Sides with Jon Chattman  Open  Season  for St. Louis Rapper J.R.  Max Frost Heats Up with New EP Tour",2016-03-21,"News",0,0,0,0,0,18
"Abby Wambach pleads guilty to DUI, enters alcohol diversion program_2016-04-13_News.txt","Abby Wambach pleads guilty to DUI, enters alcohol diversion program_2016-04-13_News.txt",199,338,17,"Abby Wambach pleads guilty to DUI, enters alcohol diversion program",2016-04-13,"News",0,0,0,0,0,-10
"Abortion clinics face uptick in violence_2016-04-12_politics.txt","Abortion clinics face uptick in violence_2016-04-12_politics.txt",323,660,29,"Abortion clinics face uptick in violence",2016-04-12,"politics",1,0,0,0,0,-21
"Accused Will Smith shooter's passenger says Cardell Hayes saved his life, TV station reports - NOLA.com_2016-04-13_News.txt","Accused Will Smith shooter's passenger says Cardell Hayes saved his life, TV station reports - NOLA.com_2016-04-13_News.txt",151,256,13,"Accused Will Smith shooter's passenger says Cardell Hayes saved his life, TV station reports - NOLA.com",2016-04-13,"News",0,0,0,0,0,-16
"Ackman defends Valeant, hints at more changes _2016-5-02_News.txt","Ackman defends Valeant, hints at more changes _2016-5-02_News.txt",286,508,22,"Ackman defends Valeant, hints at more changes ",2016-05-02,"News",0,0,0,0,0,6
"Ackman's Pershing Square Holdings gains 10.2 percent in April _2016-5-02_News.txt","Ackman's Pershing Square Holdings gains 10.2 percent in April _2016-5-02_News.txt",66,78,3,"Ackman's Pershing Square Holdings gains 10.2 percent in April ",2016-05-02,"News",0,0,0,0,0,3
"ACLU  Let lesbian couple run for prom court _2016-5-02_News.txt","ACLU  Let lesbian couple run for prom court _2016-5-02_News.txt",174,309,15,"ACLU  Let lesbian couple run for prom court ",2016-05-02,"News",0,0,0,0,0,-8
"Actor  'I was suicidal'_2016-04-17_news.txt","Actor  'I was suicidal'_2016-04-17_news.txt",167,277,23,"Actor  'I was suicidal'",2016-04-17,"news",0,0,0,0,0,5
"Actress  Penn misled me on El Chapo_2016-03-20_News.txt","Actress  Penn misled me on El Chapo_2016-03-20_News.txt",428,1037,68,"Actress  Penn misled me on El Chapo",2016-03-20,"News",0,0,0,0,0,28
"Actress Carrie Fisher to be honored by Harvard student group_2016-04-18_news.txt","Actress Carrie Fisher to be honored by Harvard student group_2016-04-18_news.txt",91,117,10,"Actress Carrie Fisher to be honored by Harvard student group",2016-04-18,"news",0,0,0,0,0,8
"Actress faces court over dog smuggling_2016-04-18_news.txt","Actress faces court over dog smuggling_2016-04-18_news.txt",339,688,37,"Actress faces court over dog smuggling",2016-04-18,"news",0,0,0,0,0,-23
"Actresses' lines 'decrease with age' _2016-5-03_News.txt","Actresses' lines 'decrease with age' _2016-5-03_News.txt",171,317,16,"Actresses' lines 'decrease with age' ",2016-05-03,"News",0,0,0,0,0,6
"Actual Cat Burglar Caught With Mens Underwear_2016-03-21_News.txt","Actual Cat Burglar Caught With Mens Underwear_2016-03-21_News.txt",88,111,4,"Actual Cat Burglar Caught With Mens Underwear",2016-03-21,"News",0,0,0,0,0,0
"Adult Life Skills  trailer for the Jodie Whittaker comedy video_2016-04-18_news.txt","Adult Life Skills  trailer for the Jodie Whittaker comedy video_2016-04-18_news.txt",53,68,2,"Adult Life Skills  trailer for the Jodie Whittaker comedy video",2016-04-18,"news",0,0,0,0,0,1
"AFFLECK GETS HIS OWN BATMAN MOVIE..._2016-04-13_News.txt","AFFLECK GETS HIS OWN BATMAN MOVIE..._2016-04-13_News.txt",164,265,12,"AFFLECK GETS HIS OWN BATMAN MOVIE...",2016-04-13,"News",0,0,0,0,0,4
"Afghan boy's family forced to flee Taliban after he receives autographed Lionel Messi jersey _2016-5-03_News.txt","Afghan boy's family forced to flee Taliban after he receives autographed Lionel Messi jersey _2016-5-03_News.txt",218,378,19,"Afghan boy's family forced to flee Taliban after he receives autographed Lionel Messi jersey ",2016-05-03,"News",0,0,0,0,0,17
"Afghan schools, hospitals under threat, U.N. says in grim report_2016-04-18_news.txt","Afghan schools, hospitals under threat, U.N. says in grim report_2016-04-18_news.txt",244,432,20,"Afghan schools, hospitals under threat, U.N. says in grim report",2016-04-18,"news",0,0,0,0,0,-27
"Afridi to be sacked as captain after World T20 says PCB chief_2016-03-21_News.txt","Afridi to be sacked as captain after World T20 says PCB chief_2016-03-21_News.txt",272,636,32,"Afridi to be sacked as captain after World T20 says PCB chief",2016-03-21,"News",0,0,0,0,0,21
"After 30 years on the frontline, Colombia looks beyond the failed war on drugs_2016-04-18_news.txt","After 30 years on the frontline, Colombia looks beyond the failed war on drugs_2016-04-18_news.txt",641,1475,72,"After 30 years on the frontline, Colombia looks beyond the failed war on drugs",2016-04-18,"news",0,0,0,0,0,-19
"After 52 years, man is cleared of murder he didn't commit - New York Post _2016-5-02_News.txt","After 52 years, man is cleared of murder he didn't commit - New York Post _2016-5-02_News.txt",299,572,28,"After 52 years, man is cleared of murder he didn't commit - New York Post ",2016-05-02,"News",0,0,0,0,0,-10
"After Funeral and Cremation a Shock  The Woman in the Coffin Wasnt Mom_2016-03-21_News.txt","After Funeral and Cremation a Shock  The Woman in the Coffin Wasnt Mom_2016-03-21_News.txt",426,1093,79,"After Funeral and Cremation a Shock  The Woman in the Coffin Wasnt Mom",2016-03-21,"News",0,0,0,0,0,-11
"After Years Of Cheating Rico Suave Singer Had A Wake-Up Call_2016-03-21_News.txt","After Years Of Cheating Rico Suave Singer Had A Wake-Up Call_2016-03-21_News.txt",168,312,23,"After Years Of Cheating Rico Suave Singer Had A Wake-Up Call",2016-03-21,"News",0,0,0,0,0,10
"Against Empathy_2016-03-21_News.txt","Against Empathy_2016-03-21_News.txt",51,60,3,"Against Empathy",2016-03-21,"News",0,0,0,0,0,-6
"Against Liberal Schadenfreude_2016-03-12_Politics.txt","Against Liberal Schadenfreude_2016-03-12_Politics.txt",464,928,45,"Against Liberal Schadenfreude",2016-03-12,"Politics",1,1,1,0,0,-6
"Ahead of Obamas visit Cuban diplomat OK with hearing criticism_2016-03-20_News.txt","Ahead of Obamas visit Cuban diplomat OK with hearing criticism_2016-03-20_News.txt",126,213,14,"Ahead of Obamas visit Cuban diplomat OK with hearing criticism",2016-03-20,"News",0,0,0,0,0,9
"Ai Weiwei is making a feature film  I'm worried _2016-5-03_News.txt","Ai Weiwei is making a feature film  I'm worried _2016-5-03_News.txt",0,0,0,"Ai Weiwei is making a feature film  I'm worried ",2016-05-03,"News",0,0,0,0,0,0
"AIG profit misses again as weak hedge fund returns weigh _2016-5-02_News.txt","AIG profit misses again as weak hedge fund returns weigh _2016-5-02_News.txt",254,425,21,"AIG profit misses again as weak hedge fund returns weigh ",2016-05-02,"News",0,0,0,0,0,-9
"Air Force F-22s deploy to England_2016-04-12_News.txt","Air Force F-22s deploy to England_2016-04-12_News.txt",469,1440,111,"Air Force F-22s deploy to England",2016-04-12,"News",0,0,0,0,0,-1
"AIR FRANCE gay stewards rebel over Iran flights..._2016-04-13_News.txt","AIR FRANCE gay stewards rebel over Iran flights..._2016-04-13_News.txt",255,497,24,"AIR FRANCE gay stewards rebel over Iran flights...",2016-04-13,"News",0,0,0,0,0,-7
"Air pollution has been lost in the murk of the London mayoral campaign   Alan Andrews _2016-5-03_News.txt","Air pollution has been lost in the murk of the London mayoral campaign   Alan Andrews _2016-5-03_News.txt",0,0,0,"Air pollution has been lost in the murk of the London mayoral campaign   Alan Andrews ",2016-05-03,"News",0,0,0,0,0,0
"Airbnb and American hotels arent wasting any time opening up in Cuba_2016-03-21_News.txt","Airbnb and American hotels arent wasting any time opening up in Cuba_2016-03-21_News.txt",175,301,15,"Airbnb and American hotels arent wasting any time opening up in Cuba",2016-03-21,"News",0,0,0,0,0,-5
"Akron football player is shot by former teammate who thought he was a burglar_2016-03-21_News.txt","Akron football player is shot by former teammate who thought he was a burglar_2016-03-21_News.txt",150,228,16,"Akron football player is shot by former teammate who thought he was a burglar",2016-03-21,"News",0,0,0,0,0,-4
"Alan Loveday obituary _2016-5-02_News.txt","Alan Loveday obituary _2016-5-02_News.txt",424,882,39,"Alan Loveday obituary ",2016-05-02,"News",0,0,0,0,0,38
"Alastair Cook lasts only five balls in first innings wearing approved helmet_2016-04-18_news.txt","Alastair Cook lasts only five balls in first innings wearing approved helmet_2016-04-18_news.txt",166,248,9,"Alastair Cook lasts only five balls in first innings wearing approved helmet",2016-04-18,"news",0,0,0,0,0,5
"Aleppo hospital hit as city faces humanitarian catastrophe _2016-5-03_News.txt","Aleppo hospital hit as city faces humanitarian catastrophe _2016-5-03_News.txt",494,1086,56,"Aleppo hospital hit as city faces humanitarian catastrophe ",2016-05-03,"News",0,0,0,0,0,-67
"Alf Dubs  Antisemitism, Islamophobia and racism are all equally abhorrent   Rachel Shabi _2016-5-03_News.txt","Alf Dubs  Antisemitism, Islamophobia and racism are all equally abhorrent   Rachel Shabi _2016-5-03_News.txt",594,1357,54,"Alf Dubs  Antisemitism, Islamophobia and racism are all equally abhorrent   Rachel Shabi ",2016-05-03,"News",0,0,0,0,0,-21
"Alibaba Pictures invests in Paramount's new 'Star Trek,' 'Ninja Turtles' films_2016-04-17_news.txt","Alibaba Pictures invests in Paramount's new 'Star Trek,' 'Ninja Turtles' films_2016-04-17_news.txt",213,418,18,"Alibaba Pictures invests in Paramount's new 'Star Trek,' 'Ninja Turtles' films",2016-04-17,"news",0,0,0,0,0,26
"Alison Seabrooke  This isnt the end for local activism   David Brindle_2016-04-13_News.txt","Alison Seabrooke  This isnt the end for local activism   David Brindle_2016-04-13_News.txt",587,1245,53,"Alison Seabrooke  This isnt the end for local activism   David Brindle",2016-04-13,"News",0,0,0,0,0,11
"Alistair Darling  leaving EU could put 250bn of UK export trade at risk _2016-5-02_News.txt","Alistair Darling  leaving EU could put 250bn of UK export trade at risk _2016-5-02_News.txt",302,612,21,"Alistair Darling  leaving EU could put 250bn of UK export trade at risk ",2016-05-02,"News",0,0,0,0,0,11
"All 8 Ivies accepted her. She chose ... _2016-5-02_News.txt","All 8 Ivies accepted her. She chose ... _2016-5-02_News.txt",120,166,11,"All 8 Ivies accepted her. She chose ... ",2016-05-02,"News",0,0,0,0,0,11
